"","state","puma","X","jpumarow","serialno.household","sex","age","educ","income","latino","black","asian","married","divorced","uscitizen","children","disability","militaryservice","employed","englishability","fips"
"26259",13,1105,539,15,1772264,0,32,11,13200,0,1,0,0,0,1,0,0,0,1,NA,13121
"31572",13,1106,540,16,366458,1,45,4,8500,0,1,0,0,0,1,1,1,1,0,NA,13121
"32870",13,1107,541,17,3802976,1,93,11,21600,0,0,0,0,1,1,0,1,0,0,NA,13121
"28816",13,1105,539,15,5420347,1,33,9,880,1,1,0,0,0,1,1,0,0,0,NA,13121
"30980",13,1106,540,16,1516267,0,51,8,15000,0,1,0,0,0,1,0,0,0,1,NA,13121
"34273",13,1107,541,17,1363646,1,55,10,35000,0,1,0,0,0,1,0,0,0,1,NA,13121
"19661",13,1103,537,13,2385020,1,75,9,25000,0,0,0,0,0,1,0,0,0,0,NA,13121
"35302",13,1107,541,17,6587135,1,37,12,0,0,1,0,1,0,1,1,0,0,0,NA,13121
"14207",13,1102,536,12,2410373,1,70,9,4800,0,0,0,1,0,1,0,0,0,0,NA,13121
"13662",13,1102,536,12,8315743,0,31,1,2400,1,0,0,0,0,0,0,1,0,1,0,13121
"26367",13,1105,539,15,1438029,0,57,13,61100,0,1,0,1,0,1,0,0,1,1,NA,13121
"31137",13,1106,540,16,1699864,0,20,9,3300,0,1,0,0,0,1,0,0,0,1,NA,13121
"34444",13,1107,541,17,6468545,0,67,9,5100,0,1,0,1,0,1,0,0,1,0,NA,13121
"26103",13,1105,539,15,4165134,1,39,14,60000,0,1,0,0,1,1,1,0,0,1,NA,13121
"17183",13,1102,536,12,412448,0,37,13,47300,0,0,0,0,0,1,0,1,0,1,NA,13121
"31943",13,1106,540,16,3922721,1,65,9,23500,0,1,0,1,0,1,0,1,0,1,NA,13121
"12496",13,1101,535,11,3665428,1,28,13,32500,0,0,0,0,0,1,0,0,0,1,NA,13121
"22627",13,1104,538,14,4826290,1,85,5,16100,0,1,0,0,1,1,0,1,0,0,NA,13121
"14482",13,1102,536,12,3250695,1,29,9,0,0,1,0,0,0,0,0,1,0,1,NA,13121
"29805",13,1106,540,16,2542397,1,53,14,12000,0,1,0,0,0,1,0,1,0,0,NA,13121
"26764",13,1105,539,15,4671941,1,40,5,4660,0,1,0,0,0,1,1,1,0,0,NA,13121
"26226",13,1105,539,15,6072444,1,40,9,16000,0,1,0,0,0,1,0,0,0,1,NA,13121
"14710",13,1102,536,12,9299693,0,38,13,317000,0,0,0,1,0,0,0,0,0,0,1,13121
"34721",13,1107,541,17,7292460,1,33,11,25100,0,1,0,0,0,1,0,0,1,1,NA,13121
"20322",13,1103,537,13,642209,1,40,14,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"11613",13,1101,535,11,3256398,1,68,4,9100,0,0,0,1,0,1,0,0,0,0,NA,13121
"27564",13,1105,539,15,1174729,0,56,4,20800,0,1,0,0,0,1,0,1,0,1,NA,13121
"31924",13,1106,540,16,4640784,0,45,7,18100,0,1,0,1,0,1,0,0,0,1,NA,13121
"33104",13,1107,541,17,1428368,1,34,9,20000,0,1,0,1,0,1,1,0,0,1,NA,13121
"18693",13,1103,537,13,4913882,1,39,14,160000,0,0,0,1,0,1,1,0,0,1,NA,13121
"28397",13,1105,539,15,8037805,1,70,9,5400,0,0,0,1,0,1,0,0,0,1,NA,13121
"20161",13,1103,537,13,7673335,1,21,11,2500,0,0,1,1,0,1,0,0,0,0,1,13121
"24088",13,1104,538,14,4741499,0,59,9,1230,0,1,0,0,0,1,0,1,1,1,NA,13121
"33225",13,1107,541,17,5890647,0,55,9,15000,0,1,0,0,0,1,0,0,1,0,NA,13121
"20572",13,1103,537,13,9322507,1,79,9,14500,0,0,0,0,0,1,0,1,0,1,NA,13121
"22764",13,1104,538,14,7127335,1,25,6,10400,0,1,0,0,0,1,1,0,0,0,NA,13121
"12519",13,1101,535,11,6419320,0,38,13,50000,0,0,0,0,0,1,0,0,0,1,NA,13121
"16835",13,1102,536,12,8837843,1,34,11,660,0,0,0,1,0,1,1,0,0,0,NA,13121
"17940",13,1102,536,12,6134355,1,39,13,17000,0,1,0,1,0,1,1,0,1,1,NA,13121
"32604",13,1107,541,17,906978,0,42,8,58000,0,0,0,1,0,1,0,0,0,1,NA,13121
"13178",13,1102,536,12,8645000,1,48,14,30000,0,0,0,1,0,1,1,0,0,1,NA,13121
"31317",13,1106,540,16,2971608,1,64,14,61000,0,1,0,0,0,1,0,0,0,1,NA,13121
"18678",13,1103,537,13,4430214,0,19,5,13900,1,0,0,0,0,0,0,1,0,1,0,13121
"24352",13,1104,538,14,6036690,1,18,11,0,0,0,0,1,0,1,0,0,0,0,1,13121
"12282",13,1101,535,11,1210009,1,40,9,40000,0,0,0,0,0,1,1,0,0,0,NA,13121
"17498",13,1102,536,12,2865863,1,66,9,0,0,0,1,1,0,1,0,0,0,0,1,13121
"14344",13,1102,536,12,7757428,0,53,10,4000,0,0,0,0,0,1,0,1,1,0,NA,13121
"27380",13,1105,539,15,7637617,1,27,9,30000,0,1,0,0,0,1,0,0,0,0,NA,13121
"21958",13,1103,537,13,5201022,0,34,6,10800,0,1,0,0,0,1,0,0,0,0,NA,13121
"18730",13,1103,537,13,5819571,1,25,11,45000,0,0,0,1,0,1,0,0,0,1,NA,13121
"25401",13,1104,538,14,733841,0,39,11,12000,0,1,0,0,0,1,0,0,0,1,NA,13121
"34558",13,1107,541,17,6621681,1,79,3,18000,0,1,0,0,1,1,0,1,0,0,NA,13121
"28001",13,1105,539,15,6347760,0,42,8,17000,0,1,0,1,0,1,0,1,1,0,NA,13121
"14553",13,1102,536,12,118453,0,18,5,10000,1,0,0,0,0,0,0,0,0,1,0,13121
"19136",13,1103,537,13,2135555,0,38,11,20000,0,0,0,0,0,1,0,1,0,1,NA,13121
"14585",13,1102,536,12,1898338,0,53,15,56000,0,0,0,1,0,1,0,0,0,1,NA,13121
"17535",13,1102,536,12,4717355,0,51,15,170000,0,0,0,1,0,1,0,0,0,1,NA,13121
"12990",13,1102,536,12,9501137,0,52,13,38230,0,0,1,1,0,1,0,0,0,1,1,13121
"19790",13,1103,537,13,9653885,1,39,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"24867",13,1104,538,14,3325515,1,19,9,2000,0,1,0,0,0,1,0,0,0,0,NA,13121
"32515",13,1107,541,17,9984794,0,72,13,57700,0,1,0,1,0,1,0,0,1,0,NA,13121
"32146",13,1106,540,16,3036152,1,66,10,1700,0,1,0,1,0,1,0,0,0,0,NA,13121
"25265",13,1104,538,14,4344366,1,33,10,15900,0,1,0,0,0,0,0,1,0,1,1,13121
"23766",13,1104,538,14,9254820,1,24,9,4800,0,1,0,0,0,1,1,0,0,1,NA,13121
"25925",13,1104,538,14,8503957,1,18,10,4000,0,1,0,0,0,1,0,0,0,1,NA,13121
"10295",13,1101,535,11,6738121,0,48,13,127500,0,0,0,1,0,1,0,0,1,1,NA,13121
"29701",13,1106,540,16,7805634,0,28,11,30000,0,1,0,0,0,1,0,0,0,1,NA,13121
"25122",13,1104,538,14,2035218,1,33,9,15120,0,1,0,1,0,1,1,1,0,1,NA,13121
"12513",13,1101,535,11,3342042,0,49,13,112500,0,0,0,1,0,1,0,0,0,1,NA,13121
"24864",13,1104,538,14,75824,1,44,14,51000,0,0,0,0,0,1,0,1,0,1,NA,13121
"17588",13,1102,536,12,3823964,0,24,3,0,1,0,0,0,0,0,0,0,0,1,0,13121
"19980",13,1103,537,13,567675,0,18,7,12000,0,1,0,0,0,1,0,0,0,0,NA,13121
"33662",13,1107,541,17,3153628,0,43,13,20000,0,1,0,0,0,1,0,1,1,1,NA,13121
"31857",13,1106,540,16,8514166,1,44,9,0,0,1,0,0,0,1,0,0,0,0,NA,13121
"31781",13,1106,540,16,5520299,1,58,9,3000,0,1,0,0,1,1,0,0,0,0,NA,13121
"13100",13,1102,536,12,7400936,0,69,12,45000,0,0,0,1,0,1,0,0,1,0,NA,13121
"13146",13,1102,536,12,5762369,1,29,11,26000,0,1,0,0,0,1,0,0,0,1,NA,13121
"21831",13,1103,537,13,358248,0,43,13,315200,0,0,0,1,0,1,0,0,0,1,NA,13121
"31870",13,1106,540,16,8153792,1,41,9,980,0,1,0,0,0,1,1,0,1,1,NA,13121
"26770",13,1105,539,15,29565,0,21,3,15000,1,0,0,0,0,0,0,0,0,1,0,13121
"15488",13,1102,536,12,7536339,0,51,15,330000,0,0,0,1,0,1,0,0,0,1,NA,13121
"18315",13,1102,536,12,3247462,1,24,11,31000,0,0,0,0,0,1,0,0,0,1,NA,13121
"17113",13,1102,536,12,8880197,0,40,13,88000,0,0,0,1,0,1,0,0,0,1,NA,13121
"22405",13,1104,538,14,2060426,1,69,10,16000,0,0,0,0,1,1,0,0,0,0,NA,13121
"24188",13,1104,538,14,6273063,0,39,13,50000,0,0,0,0,0,1,0,0,1,1,NA,13121
"26579",13,1105,539,15,4159338,1,31,11,23000,0,1,0,0,0,1,1,0,0,1,NA,13121
"19354",13,1103,537,13,9340431,0,45,15,140000,0,0,0,1,0,1,0,0,0,1,NA,13121
"21304",13,1103,537,13,5754542,0,51,15,2000,0,0,0,1,0,1,0,1,0,0,NA,13121
"33051",13,1107,541,17,105063,0,34,11,6000,0,1,0,0,0,1,0,1,0,0,NA,13121
"31094",13,1106,540,16,4215418,1,62,8,6400,0,1,0,0,1,1,0,1,0,0,NA,13121
"27707",13,1105,539,15,8953753,0,44,13,42000,0,1,0,0,0,1,0,1,0,1,NA,13121
"19770",13,1103,537,13,6742017,1,26,1,0,0,0,0,1,0,0,1,0,0,0,1,13121
"15689",13,1102,536,12,7912094,1,52,12,61400,0,0,0,0,0,1,0,0,0,1,NA,13121
"15980",13,1102,536,12,4091562,0,42,15,293000,0,0,0,1,0,1,0,0,0,1,NA,13121
"17567",13,1102,536,12,2209604,1,19,9,20800,1,1,0,1,0,1,1,0,0,0,0,13121
"17874",13,1102,536,12,8712598,0,29,13,55000,0,0,0,0,0,1,0,0,0,1,NA,13121
"33752",13,1107,541,17,4714898,1,61,13,38000,0,1,0,1,0,1,0,0,0,1,NA,13121
"13359",13,1102,536,12,2432212,1,57,13,8800,0,0,0,1,0,0,0,0,0,1,1,13121
"17664",13,1102,536,12,9459233,0,58,15,47600,0,0,0,1,0,1,0,0,1,1,NA,13121
"14569",13,1102,536,12,7466341,0,56,9,13000,0,0,1,1,0,0,0,0,0,1,0,13121
"26018",13,1105,539,15,8403896,1,52,9,54300,0,1,0,1,0,1,1,0,0,1,NA,13121
"17814",13,1102,536,12,2998624,1,34,14,289000,0,0,0,1,0,1,0,0,0,1,NA,13121
"33732",13,1107,541,17,3337173,0,45,5,30000,0,1,0,0,0,1,0,0,0,1,NA,13121
"19375",13,1103,537,13,8380665,1,22,11,18000,0,0,0,0,0,1,0,0,0,1,NA,13121
"31495",13,1106,540,16,8484558,1,33,9,20510,0,1,0,0,0,1,0,0,0,1,NA,13121
"16015",13,1102,536,12,9055466,0,32,12,75000,0,1,0,1,0,1,0,0,0,1,NA,13121
"11137",13,1101,535,11,5600284,0,40,14,149500,0,0,1,1,0,1,0,0,0,1,1,13121
"17933",13,1102,536,12,6286186,0,48,13,319400,0,0,0,1,0,1,0,0,0,1,NA,13121
"20988",13,1103,537,13,1162912,1,33,11,33100,0,0,0,1,0,1,1,0,0,0,NA,13121
"28060",13,1105,539,15,8784100,1,57,2,16910,0,1,0,1,0,1,0,1,1,1,NA,13121
"17405",13,1102,536,12,9466371,0,37,9,20800,0,1,0,0,0,1,0,0,0,1,NA,13121
"32781",13,1107,541,17,9747798,1,86,4,4920,0,1,0,0,1,1,0,0,0,0,NA,13121
"18937",13,1103,537,13,7481183,1,56,13,161000,0,0,0,0,0,1,0,0,0,1,NA,13121
"20443",13,1103,537,13,2606649,0,35,11,15000,0,1,0,0,0,1,0,0,0,1,NA,13121
"16184",13,1102,536,12,4638964,0,50,15,263000,0,0,0,1,0,1,0,0,0,1,NA,13121
"20686",13,1103,537,13,8907446,0,53,11,274000,0,0,0,1,0,1,0,0,0,1,NA,13121
"16342",13,1102,536,12,8311107,0,30,5,0,1,0,0,1,0,0,0,0,0,0,0,13121
"26709",13,1105,539,15,8995275,0,24,8,18000,0,1,0,0,0,1,0,1,0,1,NA,13121
"26401",13,1105,539,15,1860749,1,62,3,4360,0,1,0,0,0,1,0,1,0,0,NA,13121
"15312",13,1102,536,12,7873966,0,37,15,60000,0,0,0,1,0,1,0,0,0,1,NA,13121
"28209",13,1105,539,15,5064607,1,63,10,33600,0,0,0,0,1,1,0,0,0,1,NA,13121
"32034",13,1106,540,16,2918354,1,20,9,0,0,1,0,0,0,1,1,1,0,0,NA,13121
"13115",13,1102,536,12,3098683,1,27,11,24500,0,0,1,0,0,1,0,0,0,1,NA,13121
"13413",13,1102,536,12,7715832,1,42,12,3500,0,0,0,1,0,1,0,0,0,0,NA,13121
"13365",13,1102,536,12,904761,1,32,13,52300,0,1,0,0,0,1,1,0,0,1,1,13121
"10971",13,1101,535,11,790716,0,31,13,56150,0,0,0,1,0,1,0,0,0,1,NA,13121
"12746",13,1101,535,11,8913861,0,39,14,75000,0,0,1,1,0,0,0,0,0,1,1,13121
"22406",13,1104,538,14,7756990,1,25,9,2040,0,1,0,0,0,1,1,1,0,0,NA,13121
"18297",13,1102,536,12,5687894,0,39,11,19700,0,1,0,0,0,1,0,0,1,0,NA,13121
"21796",13,1103,537,13,9572606,0,41,13,318000,0,0,0,0,0,1,0,0,0,1,NA,13121
"32147",13,1106,540,16,4559356,0,65,13,17600,0,1,0,1,0,1,0,0,1,1,NA,13121
"18015",13,1102,536,12,2197641,1,28,13,32000,0,0,0,0,0,1,0,0,0,1,NA,13121
"14730",13,1102,536,12,8675861,0,27,13,64000,0,0,0,0,0,1,0,0,0,1,NA,13121
"34300",13,1107,541,17,8742767,0,25,9,22000,0,1,0,0,0,1,0,0,0,1,NA,13121
"11280",13,1101,535,11,9170488,0,41,13,50000,0,0,0,0,0,1,0,0,0,1,NA,13121
"18017",13,1102,536,12,9620598,0,40,7,17500,0,1,0,0,0,1,0,1,0,1,NA,13121
"13333",13,1102,536,12,9157103,1,41,13,35000,0,0,0,1,0,1,1,0,0,1,NA,13121
"30218",13,1106,540,16,4051261,0,25,8,21600,0,1,0,0,0,1,0,1,0,1,NA,13121
"26098",13,1105,539,15,3957332,0,22,11,5000,0,1,0,0,0,1,0,0,0,0,NA,13121
"14256",13,1102,536,12,368846,0,42,9,40000,0,0,0,1,0,1,0,0,0,1,NA,13121
"21452",13,1103,537,13,9798210,0,50,13,70100,0,0,0,1,0,1,0,0,1,1,NA,13121
"31465",13,1106,540,16,153285,1,27,8,34000,0,1,0,0,0,1,1,1,0,0,NA,13121
"10546",13,1101,535,11,7142521,0,40,11,80000,0,0,0,1,0,1,0,0,0,1,NA,13121
"27999",13,1105,539,15,6690432,0,69,1,7500,0,0,0,1,0,1,0,1,0,0,NA,13121
"19285",13,1103,537,13,1274458,0,93,15,69000,0,0,0,1,0,1,0,0,1,0,NA,13121
"23697",13,1104,538,14,1849654,0,40,6,0,0,1,0,0,0,1,0,1,0,0,NA,13121
"14842",13,1102,536,12,1980584,0,56,16,125000,0,0,0,1,0,1,0,0,0,1,NA,13121
"21964",13,1103,537,13,9471241,0,42,13,52000,0,0,0,0,0,1,0,1,0,1,NA,13121
"35056",13,1107,541,17,1794670,0,56,15,64100,0,1,0,1,0,1,0,0,0,1,NA,13121
"18487",13,1102,536,12,4009220,1,66,12,6400,0,0,0,1,0,1,0,0,0,0,NA,13121
"32206",13,1106,540,16,9138783,0,28,7,4000,0,1,0,0,0,1,0,0,1,0,NA,13121
"26049",13,1105,539,15,7908804,0,34,5,18000,0,1,0,0,0,1,0,1,0,1,NA,13121
"17526",13,1102,536,12,331214,1,42,13,72700,0,0,0,1,0,1,0,1,0,1,NA,13121
"9719",13,1101,535,11,1007242,0,45,13,23000,0,0,0,1,0,1,0,0,0,0,NA,13121
"17202",13,1102,536,12,6229869,0,27,11,50000,0,0,0,1,0,1,0,0,0,1,NA,13121
"13451",13,1102,536,12,8965224,0,32,3,24000,1,0,0,1,0,0,0,1,0,0,0,13121
"25559",13,1104,538,14,9205918,1,19,11,7000,0,1,0,0,0,1,0,0,0,0,NA,13121
"14157",13,1102,536,12,7627241,0,32,13,34130,0,0,0,1,0,1,0,0,0,1,NA,13121
"20066",13,1103,537,13,6440438,0,79,9,54400,0,0,0,1,0,1,0,0,1,0,NA,13121
"15165",13,1102,536,12,998031,0,45,10,50000,0,0,0,1,0,1,0,0,1,1,NA,13121
"12934",13,1102,536,12,9553234,0,29,5,3600,1,0,0,1,0,0,0,0,0,1,0,13121
"26622",13,1105,539,15,7855564,0,80,12,21700,0,0,0,1,0,1,0,1,1,0,NA,13121
"14436",13,1102,536,12,7940706,0,48,13,67000,0,0,0,1,0,1,0,0,0,1,NA,13121
"12175",13,1101,535,11,3269480,1,45,9,50000,1,0,0,1,0,1,0,0,0,1,1,13121
"24090",13,1104,538,14,9887168,0,55,8,10000,0,0,0,0,0,1,0,0,0,1,NA,13121
"30772",13,1106,540,16,2050872,1,46,9,0,0,1,0,1,0,1,0,0,0,0,NA,13121
"26665",13,1105,539,15,9475616,0,21,9,4100,0,1,0,0,0,1,0,0,0,1,NA,13121
"31647",13,1106,540,16,3159537,1,59,4,4700,0,0,0,0,0,1,0,1,0,0,NA,13121
"28339",13,1105,539,15,4794664,1,60,14,40000,0,1,0,1,0,1,0,0,0,1,NA,13121
"26538",13,1105,539,15,3978115,0,23,6,0,0,1,0,0,0,1,0,0,0,0,NA,13121
"10178",13,1101,535,11,6252514,1,34,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"11000",13,1101,535,11,8044866,1,31,13,130000,0,0,0,1,0,1,1,0,0,1,NA,13121
"14282",13,1102,536,12,3619599,1,70,10,5600,0,0,0,1,0,1,0,0,0,0,NA,13121
"13010",13,1102,536,12,2196191,0,56,14,164600,0,0,0,1,0,1,0,0,1,1,NA,13121
"24246",13,1104,538,14,2238243,1,40,11,0,0,1,0,0,0,1,0,0,0,0,NA,13121
"31434",13,1106,540,16,6949632,0,20,9,25000,0,1,0,0,0,1,0,0,0,0,NA,13121
"28107",13,1105,539,15,1931577,1,38,9,1900,0,1,0,1,0,1,1,0,0,1,NA,13121
"24210",13,1104,538,14,4365811,1,39,9,50000,0,1,0,0,0,1,0,1,0,0,NA,13121
"31267",13,1106,540,16,8987338,0,74,9,15800,0,1,0,0,0,1,0,0,1,0,NA,13121
"14140",13,1102,536,12,8448550,1,58,12,164600,0,0,0,0,0,1,0,1,0,1,NA,13121
"28976",13,1105,539,15,7470922,0,25,13,25400,0,1,0,0,0,1,0,0,0,1,NA,13121
"12799",13,1101,535,11,3900275,0,36,15,105100,0,0,0,1,0,1,0,0,0,1,NA,13121
"32519",13,1107,541,17,4056631,0,39,6,4500,0,1,0,0,0,1,0,1,0,0,NA,13121
"31916",13,1106,540,16,3373574,0,63,11,18500,0,1,0,0,0,1,0,1,0,1,NA,13121
"18091",13,1102,536,12,8433100,0,40,3,0,1,0,0,1,0,0,0,0,0,1,0,13121
"17444",13,1102,536,12,3560201,0,26,13,100120,0,0,0,0,0,1,0,0,0,1,NA,13121
"22328",13,1104,538,14,3247284,1,65,7,6000,0,1,0,1,0,1,0,0,1,0,NA,13121
"31888",13,1106,540,16,5274084,0,45,9,80000,0,1,0,0,0,1,0,1,0,1,NA,13121
"27144",13,1105,539,15,3499508,0,24,6,10000,0,0,0,0,0,1,0,0,0,1,NA,13121
"29052",13,1105,539,15,9127781,1,41,1,0,0,0,0,1,0,0,1,0,0,0,1,13121
"30006",13,1106,540,16,4638145,0,18,9,0,0,1,0,0,0,1,0,0,0,0,NA,13121
"24520",13,1104,538,14,2786566,1,23,13,6000,0,0,0,0,0,1,0,0,0,1,NA,13121
"18200",13,1102,536,12,5247839,0,22,13,28800,0,0,0,0,0,1,0,0,0,1,NA,13121
"23570",13,1104,538,14,3071483,0,19,10,4000,0,0,0,1,0,1,0,0,0,0,NA,13121
"20744",13,1103,537,13,1250078,1,93,9,14000,0,0,0,1,0,1,0,1,0,0,NA,13121
"32500",13,1107,541,17,1075721,0,65,1,12200,0,1,0,1,0,1,0,0,1,0,NA,13121
"17518",13,1102,536,12,9201829,1,39,12,0,0,0,1,1,0,1,1,1,0,0,1,13121
"21892",13,1103,537,13,3666560,1,63,11,30600,0,0,0,0,0,1,0,1,0,1,NA,13121
"23406",13,1104,538,14,9161848,0,30,11,60000,0,0,0,0,0,1,0,1,0,1,NA,13121
"27543",13,1105,539,15,6558166,1,84,4,8800,0,1,0,0,1,1,0,1,0,0,NA,13121
"15338",13,1102,536,12,3103000,0,32,13,75100,0,0,0,1,0,1,0,0,0,1,NA,13121
"15877",13,1102,536,12,9620683,0,55,15,74400,0,0,0,1,0,1,0,0,1,1,NA,13121
"21550",13,1103,537,13,3911749,0,26,10,43300,0,1,0,0,0,1,0,0,1,1,NA,13121
"12776",13,1101,535,11,7866205,1,45,13,315000,1,0,0,1,0,1,1,0,0,1,1,13121
"35088",13,1107,541,17,8008351,0,54,13,60000,0,1,0,0,0,1,0,0,1,1,NA,13121
"17784",13,1102,536,12,2720571,0,47,13,62000,0,0,0,1,0,1,0,0,0,1,NA,13121
"29736",13,1106,540,16,6782848,1,28,1,0,1,0,0,1,0,0,1,0,0,0,NA,13121
"16529",13,1102,536,12,893901,1,28,11,48100,0,0,0,1,0,1,0,0,0,0,NA,13121
"10212",13,1101,535,11,1934785,1,38,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"18604",13,1103,537,13,2534925,1,26,14,17000,0,0,0,1,0,1,0,0,0,1,NA,13121
"11224",13,1101,535,11,3384580,1,28,13,28000,0,0,0,1,0,0,1,1,0,1,NA,13121
"11774",13,1101,535,11,3088925,0,41,11,45000,0,0,0,1,0,1,0,0,0,0,NA,13121
"12766",13,1101,535,11,4042365,0,38,13,130000,0,0,0,1,0,1,0,1,0,1,NA,13121
"14162",13,1102,536,12,5154334,0,53,13,150000,0,0,0,1,0,1,0,0,1,1,NA,13121
"16545",13,1102,536,12,1962625,0,34,13,50250,0,0,0,1,0,1,0,0,0,1,NA,13121
"24391",13,1104,538,14,211481,0,30,12,38500,1,0,0,0,0,0,0,0,0,1,1,13121
"10022",13,1101,535,11,3885708,1,35,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"31091",13,1106,540,16,6343121,0,29,8,4000,0,1,0,0,0,1,0,1,0,0,NA,13121
"31397",13,1106,540,16,2209082,1,33,12,19000,0,1,0,0,0,1,0,0,0,1,NA,13121
"16296",13,1102,536,12,1917584,0,53,13,111400,0,0,0,1,0,1,0,0,1,1,NA,13121
"10303",13,1101,535,11,5237409,1,33,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"33755",13,1107,541,17,500584,1,52,11,11200,0,0,0,1,0,1,0,0,0,1,NA,13121
"13704",13,1102,536,12,2752933,0,48,14,150000,0,0,0,1,0,1,0,0,0,1,NA,13121
"35322",13,1107,541,17,7541651,1,33,9,33000,0,1,0,1,0,1,1,0,0,1,NA,13121
"16959",13,1102,536,12,4107649,0,36,12,20000,0,1,0,0,0,1,0,1,0,1,NA,13121
"25514",13,1104,538,14,9844910,1,68,6,7650,0,0,0,0,0,1,0,0,0,0,NA,13121
"33318",13,1107,541,17,7883433,0,29,12,23900,0,1,0,1,0,1,0,0,0,1,NA,13121
"10038",13,1101,535,11,3259904,0,24,9,19500,0,0,0,0,0,1,0,1,1,1,NA,13121
"13900",13,1102,536,12,9612190,0,38,13,325000,0,0,0,1,0,1,0,0,0,1,NA,13121
"24395",13,1104,538,14,5678732,1,61,9,8700,0,1,0,1,0,1,0,1,0,0,NA,13121
"23839",13,1104,538,14,4741499,0,64,6,5900,0,1,0,0,0,1,0,1,1,0,NA,13121
"30120",13,1106,540,16,1856854,0,22,11,7000,0,1,0,0,0,1,0,0,0,1,NA,13121
"25193",13,1104,538,14,3817825,1,20,9,3600,0,1,0,0,0,1,0,1,0,0,NA,13121
"24053",13,1104,538,14,2960542,0,67,3,20700,0,1,0,0,0,1,0,0,1,0,NA,13121
"19414",13,1103,537,13,531966,0,50,13,315000,0,0,0,1,0,1,0,0,0,1,NA,13121
"15225",13,1102,536,12,4094201,0,56,14,400900,0,0,0,1,0,1,0,0,0,1,NA,13121
"9639",13,1101,535,11,5579945,0,42,15,150000,0,0,0,1,0,0,0,0,0,1,1,13121
"25729",13,1104,538,14,5040599,1,23,9,16000,0,1,0,0,0,1,0,0,0,0,NA,13121
"29821",13,1106,540,16,7249856,1,31,11,0,0,0,0,1,0,1,1,0,0,0,1,13121
"19255",13,1103,537,13,9647093,1,49,15,5000,0,0,0,1,0,1,1,0,0,0,NA,13121
"29265",13,1106,540,16,9405109,1,31,12,21900,0,1,0,0,0,1,0,0,0,1,NA,13121
"24308",13,1104,538,14,3820810,1,35,9,16900,0,1,0,0,0,1,1,1,0,1,NA,13121
"24485",13,1104,538,14,1522893,0,32,13,61690,0,0,0,1,0,1,0,0,1,1,NA,13121
"12188",13,1101,535,11,8759401,1,42,11,15000,0,0,0,1,0,1,1,0,0,1,NA,13121
"12414",13,1101,535,11,3079722,1,27,13,32000,0,0,0,1,0,1,0,0,0,1,NA,13121
"24811",13,1104,538,14,7381273,0,19,9,2600,0,0,0,1,0,1,0,0,0,0,1,13121
"24018",13,1104,538,14,801375,0,30,13,45250,0,0,0,1,0,1,0,0,0,1,NA,13121
"31876",13,1106,540,16,3968105,0,21,11,0,0,1,0,0,0,1,0,0,0,0,NA,13121
"20835",13,1103,537,13,773832,1,27,13,28300,0,0,0,0,0,1,0,0,0,0,NA,13121
"32626",13,1107,541,17,8964151,0,54,16,64000,0,1,0,1,0,1,0,0,1,1,NA,13121
"32049",13,1106,540,16,59300,1,39,9,36600,0,1,0,0,0,1,1,0,0,1,NA,13121
