"","state","puma","X","jpumarow","serialno.household","sex","age","educ","income","latino","black","asian","married","divorced","uscitizen","children","disability","militaryservice","employed","englishability","fips"
"16708",13,1102,536,12,2727226,1,68,9,10000,0,0,0,0,1,1,0,1,0,0,NA,13121
"32150",13,1106,540,16,4263554,0,37,11,22000,0,1,0,0,0,1,0,1,0,1,1,13121
"27760",13,1105,539,15,3068321,1,19,9,0,0,1,0,0,0,1,0,0,0,0,NA,13121
"26237",13,1105,539,15,723131,1,40,9,0,1,0,0,0,0,0,0,0,0,0,0,13121
"17611",13,1102,536,12,3469568,1,37,9,40000,0,0,0,0,0,1,0,0,0,1,NA,13121
"27582",13,1105,539,15,562901,0,54,11,13800,0,1,0,1,0,1,0,0,0,1,NA,13121
"9819",13,1101,535,11,7567010,1,38,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"16758",13,1102,536,12,1759432,1,49,11,64100,0,0,0,0,0,1,0,0,0,1,NA,13121
"18784",13,1103,537,13,6931239,1,39,10,15700,0,1,0,0,0,1,1,0,0,1,NA,13121
"34964",13,1107,541,17,3764758,0,21,7,540,0,1,0,0,0,1,0,0,0,1,NA,13121
"24654",13,1104,538,14,2592751,1,36,9,0,0,1,0,0,0,1,0,1,0,0,NA,13121
"30020",13,1106,540,16,9334113,1,76,1,6400,0,1,0,0,1,1,0,0,0,0,NA,13121
"22352",13,1104,538,14,9943801,1,19,10,4300,0,1,0,0,0,1,0,0,0,1,NA,13121
"23996",13,1104,538,14,6489438,0,29,13,54000,0,0,0,1,0,1,0,0,0,1,NA,13121
"18335",13,1102,536,12,8678250,1,42,13,50000,0,0,0,1,0,1,0,0,0,0,NA,13121
"28417",13,1105,539,15,4033074,1,18,8,2200,0,1,0,0,0,1,0,0,0,0,NA,13121
"32484",13,1107,541,17,2040091,0,28,9,34000,0,0,0,1,0,1,0,0,0,1,NA,13121
"26712",13,1105,539,15,1568194,1,39,12,50000,0,1,0,0,0,1,1,0,0,1,NA,13121
"19469",13,1103,537,13,2824395,1,36,14,1e+05,0,0,0,1,0,1,1,0,0,1,NA,13121
"12117",13,1101,535,11,9683149,0,36,9,40000,0,0,0,1,0,1,0,0,0,1,NA,13121
"18300",13,1102,536,12,7133256,0,75,13,26400,0,0,0,1,0,1,0,0,1,0,NA,13121
"15397",13,1102,536,12,7764151,0,33,14,67100,0,1,0,1,0,1,0,0,0,1,1,13121
"16146",13,1102,536,12,9034496,0,81,11,63000,0,0,0,1,0,1,0,0,1,0,NA,13121
"32133",13,1106,540,16,2131057,1,39,9,9000,0,1,0,0,0,1,0,0,0,1,NA,13121
"24037",13,1104,538,14,2353687,0,20,9,12000,0,1,0,0,0,1,0,0,0,1,NA,13121
"14353",13,1102,536,12,6399752,0,87,13,40000,0,0,0,0,1,1,0,0,1,0,NA,13121
"22329",13,1104,538,14,3243256,0,18,9,0,0,1,0,0,0,1,0,1,0,0,NA,13121
"14169",13,1102,536,12,2809328,0,47,11,37000,0,1,0,0,0,1,0,1,0,1,NA,13121
"35016",13,1107,541,17,8319816,1,22,10,7800,0,1,0,0,0,1,1,0,0,0,NA,13121
"14533",13,1102,536,12,9446469,1,76,9,46800,0,0,0,0,1,1,0,0,0,0,NA,13121
"24253",13,1104,538,14,9254820,1,56,9,10000,0,1,0,0,0,1,0,1,0,0,NA,13121
"26127",13,1105,539,15,8155508,0,76,15,36700,0,1,0,1,0,1,0,1,1,1,NA,13121
"10062",13,1101,535,11,2853355,0,55,9,32000,0,0,0,1,0,1,0,0,1,1,NA,13121
"15784",13,1102,536,12,5195266,0,57,13,37000,0,0,0,0,0,1,0,1,1,1,1,13121
"16646",13,1102,536,12,1259261,0,32,13,75000,0,0,0,0,0,1,0,0,0,1,NA,13121
"27082",13,1105,539,15,8296279,0,24,6,0,0,1,0,0,0,1,0,0,0,1,NA,13121
"16227",13,1102,536,12,3973515,1,36,12,65000,0,1,0,0,0,1,1,0,1,1,NA,13121
"30887",13,1106,540,16,5886670,1,36,9,33500,0,1,0,0,0,1,1,0,0,1,NA,13121
"25570",13,1104,538,14,459600,1,51,13,29720,0,0,0,1,0,1,0,0,0,1,NA,13121
"10611",13,1101,535,11,5616146,1,50,12,1700,0,0,0,1,0,1,0,1,0,0,NA,13121
"23984",13,1104,538,14,9382560,0,28,13,52000,0,0,0,0,0,1,0,0,0,1,NA,13121
"27712",13,1105,539,15,5961424,1,53,9,18000,0,0,0,1,0,1,0,0,0,1,NA,13121
"13037",13,1102,536,12,2200353,1,47,11,0,0,0,0,1,0,0,1,0,0,0,1,13121
"27316",13,1105,539,15,1262104,0,24,11,4400,0,1,0,0,0,1,0,1,0,0,NA,13121
"14831",13,1102,536,12,6958983,1,29,13,15000,0,0,0,0,0,1,0,0,0,1,NA,13121
"22308",13,1104,538,14,3355046,1,21,8,1200,0,1,0,0,0,1,1,0,0,1,NA,13121
"34535",13,1107,541,17,7330853,1,23,11,2800,0,1,0,0,0,1,0,0,0,1,NA,13121
"19810",13,1103,537,13,2779189,1,31,12,0,0,1,0,0,0,0,0,0,0,1,1,13121
"11141",13,1101,535,11,2761807,0,49,14,1e+05,0,0,0,0,0,1,0,1,0,1,NA,13121
"19505",13,1103,537,13,63604,1,25,11,16000,0,0,0,0,0,1,0,1,0,0,NA,13121
"22015",13,1103,537,13,5725929,1,71,11,65000,0,0,0,0,1,1,0,0,0,0,NA,13121
"23397",13,1104,538,14,8380931,0,47,12,32200,0,0,0,0,0,1,0,0,1,1,NA,13121
"20802",13,1103,537,13,4516593,1,75,7,38100,0,0,0,0,1,1,0,0,0,0,NA,13121
"24241",13,1104,538,14,7819116,1,59,7,6800,0,1,0,0,1,1,0,1,0,0,NA,13121
"17163",13,1102,536,12,8133088,0,25,13,50000,0,1,0,0,0,1,0,0,0,1,NA,13121
"13879",13,1102,536,12,4198109,0,18,3,10000,1,0,0,0,0,0,0,0,0,0,0,13121
"28065",13,1105,539,15,4447521,0,68,11,11400,0,1,0,0,0,1,0,1,1,0,NA,13121
"18861",13,1103,537,13,8012063,1,32,14,12400,0,0,0,0,0,1,0,0,0,1,NA,13121
"32255",13,1106,540,16,3058880,1,32,9,35000,0,1,0,0,0,1,0,0,0,1,NA,13121
"23166",13,1104,538,14,6957275,1,22,13,15000,0,1,0,0,0,1,0,0,0,1,NA,13121
"18905",13,1103,537,13,5298434,1,31,13,40000,0,0,0,1,0,1,1,0,0,0,NA,13121
"17451",13,1102,536,12,4355619,0,23,13,0,0,0,0,0,0,0,0,0,0,0,1,13121
"10174",13,1101,535,11,2719743,1,42,12,52000,0,0,0,0,0,1,0,0,0,1,NA,13121
"27923",13,1105,539,15,6267640,1,37,9,16700,0,1,0,0,0,1,1,0,0,0,NA,13121
"30167",13,1106,540,16,9269381,0,20,8,22000,0,1,0,0,0,1,0,1,0,0,NA,13121
"24444",13,1104,538,14,9957887,0,27,11,109000,0,0,0,1,0,1,0,0,0,1,NA,13121
"33910",13,1107,541,17,5259928,1,22,10,15000,0,1,0,0,0,1,0,0,0,1,NA,13121
"17114",13,1102,536,12,8635991,0,25,13,1e+05,0,0,0,0,0,1,0,0,0,1,NA,13121
"24323",13,1104,538,14,8153081,1,53,13,6000,0,0,0,1,0,1,1,0,0,0,NA,13121
"26714",13,1105,539,15,1438029,1,52,13,40500,0,1,0,1,0,1,0,0,0,1,NA,13121
"25094",13,1104,538,14,499111,0,49,11,36000,0,0,0,0,0,1,0,0,0,1,NA,13121
"18346",13,1102,536,12,4434640,0,30,13,44900,0,0,0,1,0,1,0,0,0,1,NA,13121
"29037",13,1105,539,15,4676688,0,51,9,40000,0,1,0,1,0,1,0,1,1,1,NA,13121
"10187",13,1101,535,11,7368759,1,22,13,9000,0,0,0,0,0,1,0,0,0,1,NA,13121
"13388",13,1102,536,12,7770614,1,60,13,60800,0,0,0,0,0,1,0,0,0,1,NA,13121
"29002",13,1105,539,15,8237969,1,36,11,29000,0,1,0,0,0,1,1,0,1,1,NA,13121
"23704",13,1104,538,14,8383076,0,26,7,0,0,1,0,0,0,1,0,0,0,0,NA,13121
"29725",13,1106,540,16,9311779,0,41,9,10740,0,1,0,0,0,1,0,1,0,1,NA,13121
"17990",13,1102,536,12,3647705,0,46,8,3000,0,0,1,1,0,0,0,1,0,0,0,13121
"11954",13,1101,535,11,8869549,0,55,16,52000,0,0,0,1,0,0,0,1,0,0,1,13121
"26429",13,1105,539,15,5694953,0,37,9,24000,1,0,0,1,0,0,0,0,1,1,1,13121
"14937",13,1102,536,12,4452139,1,53,9,49700,0,0,0,0,0,1,0,0,0,1,NA,13121
"27217",13,1105,539,15,1114624,1,53,9,15300,0,1,0,0,0,1,0,1,0,0,NA,13121
"33195",13,1107,541,17,5969681,1,38,13,30000,0,1,0,1,0,1,1,0,1,0,NA,13121
"32348",13,1106,540,16,1451249,1,37,7,0,0,1,0,0,0,1,1,0,0,0,NA,13121
"32536",13,1107,541,17,991369,1,48,16,54000,0,1,0,0,0,1,0,0,0,1,NA,13121
"20546",13,1103,537,13,2976332,1,58,11,48000,0,0,0,0,0,1,0,0,0,1,NA,13121
"32976",13,1107,541,17,6592402,1,62,11,21800,0,1,0,1,0,1,0,0,0,0,NA,13121
"21485",13,1103,537,13,4932887,0,24,7,22000,0,0,0,0,0,1,0,0,0,1,NA,13121
"29176",13,1106,540,16,7340510,1,20,9,0,0,1,0,0,0,1,0,1,0,0,NA,13121
"14666",13,1102,536,12,865380,1,31,14,12300,0,0,1,1,0,1,0,0,0,1,1,13121
"19618",13,1103,537,13,2297669,0,80,2,6200,0,1,0,0,0,1,0,1,0,0,NA,13121
"26435",13,1105,539,15,3437235,0,46,13,62000,0,1,0,1,0,1,0,0,1,0,NA,13121
"30823",13,1106,540,16,3135253,1,20,9,4200,0,1,0,0,0,1,0,1,0,0,NA,13121
"17465",13,1102,536,12,8104723,1,25,12,11000,0,0,0,0,0,1,0,0,0,1,NA,13121
"16119",13,1102,536,12,9348195,0,45,13,13500,0,0,0,1,0,1,0,0,0,1,NA,13121
"34510",13,1107,541,17,8816070,0,25,9,32000,0,0,0,0,0,1,0,1,0,1,NA,13121
"23474",13,1104,538,14,1544485,0,51,8,0,0,1,0,0,0,1,0,1,1,0,NA,13121
"30108",13,1106,540,16,2466089,1,27,9,20000,0,1,0,0,0,1,1,0,0,1,NA,13121
"30317",13,1106,540,16,3562471,0,46,9,18000,0,1,0,0,0,1,0,0,0,0,NA,13121
"12575",13,1101,535,11,3319516,0,59,14,172650,0,0,0,1,0,1,0,0,1,1,NA,13121
"9783",13,1101,535,11,9456719,1,62,9,22800,0,0,0,1,0,1,0,1,0,1,NA,13121
"24495",13,1104,538,14,1830429,1,44,13,45000,0,0,0,1,0,1,0,0,1,1,1,13121
"11111",13,1101,535,11,3950963,0,36,9,130000,0,0,0,1,0,1,0,0,0,1,NA,13121
"13508",13,1102,536,12,5728869,0,35,14,115000,0,0,0,1,0,1,0,0,0,1,NA,13121
"33227",13,1107,541,17,9498329,1,79,9,4800,0,1,0,0,1,1,0,0,1,0,NA,13121
"24617",13,1104,538,14,5352957,0,69,10,12340,0,0,0,0,0,1,0,0,1,0,NA,13121
"32768",13,1107,541,17,9096921,0,23,9,20000,0,1,0,0,0,1,0,0,0,1,NA,13121
"18892",13,1103,537,13,8478404,0,40,11,38000,0,0,0,0,0,1,0,0,0,1,1,13121
"12130",13,1101,535,11,6312493,1,52,10,81500,0,0,0,1,0,1,0,0,0,1,NA,13121
"32340",13,1106,540,16,7775307,0,42,11,28800,0,1,0,0,0,1,0,0,0,1,NA,13121
"12638",13,1101,535,11,5615259,1,48,13,30000,0,0,0,0,0,1,0,0,0,1,NA,13121
"35057",13,1107,541,17,1708368,1,39,13,26000,0,1,0,1,0,1,1,1,0,0,NA,13121
"31260",13,1106,540,16,2679952,1,64,9,8410,0,1,0,0,0,1,0,1,0,0,NA,13121
"28751",13,1105,539,15,8393560,1,19,7,8500,0,1,0,0,0,1,1,0,0,1,NA,13121
"20155",13,1103,537,13,1495897,1,39,9,29000,0,1,0,0,0,1,1,0,0,1,NA,13121
"24979",13,1104,538,14,2592751,0,52,9,35000,0,1,0,1,0,1,0,0,1,1,NA,13121
"14043",13,1102,536,12,4647769,1,25,12,14000,0,0,0,0,0,1,0,0,0,1,NA,13121
"22604",13,1104,538,14,8412342,1,19,11,2500,0,1,0,0,0,1,0,0,0,0,1,13121
"11561",13,1101,535,11,7593036,1,38,11,315000,0,0,0,1,0,1,0,0,0,1,NA,13121
"26965",13,1105,539,15,1391488,0,21,9,5000,0,1,0,0,0,1,0,0,0,0,NA,13121
"24458",13,1104,538,14,2870326,0,47,9,5200,0,1,0,0,0,1,0,1,1,0,NA,13121
"24930",13,1104,538,14,3937989,0,65,14,39000,0,0,0,1,0,1,0,0,1,1,NA,13121
"13520",13,1102,536,12,617089,0,30,14,55000,0,0,0,0,0,1,0,1,0,1,NA,13121
"34395",13,1107,541,17,4372598,1,48,9,33000,0,1,0,1,0,1,1,0,0,1,NA,13121
"30885",13,1106,540,16,399184,1,40,14,35100,0,1,0,0,0,1,0,0,0,1,NA,13121
"19533",13,1103,537,13,4164640,0,37,11,8010,0,0,0,0,0,1,0,0,0,1,NA,13121
"29410",13,1106,540,16,9588361,1,56,11,29000,0,1,0,0,0,1,0,0,0,1,NA,13121
"25982",13,1104,538,14,7965481,1,63,8,6100,0,1,0,0,1,1,0,1,0,0,NA,13121
"14262",13,1102,536,12,6630339,0,45,8,40000,0,0,0,1,0,1,0,0,0,1,NA,13121
"11595",13,1101,535,11,1113625,1,67,9,8000,0,0,0,1,0,1,0,0,0,0,NA,13121
"27757",13,1105,539,15,559610,0,58,10,0,0,1,0,1,0,1,0,1,0,0,NA,13121
"12329",13,1101,535,11,8461268,0,37,13,92000,0,0,0,1,0,1,0,0,0,1,NA,13121
"34493",13,1107,541,17,4901299,1,31,10,28000,0,0,0,0,0,1,0,0,0,0,NA,13121
"29350",13,1106,540,16,9039703,1,29,7,650,0,1,0,1,0,1,1,1,0,0,NA,13121
"29604",13,1106,540,16,2805659,0,49,8,15000,0,1,0,1,0,1,0,0,0,0,NA,13121
"11350",13,1101,535,11,4376752,0,46,14,50200,0,0,1,1,0,1,0,0,0,1,1,13121
"25947",13,1104,538,14,3735760,0,37,13,70000,0,0,0,1,0,1,0,0,0,1,NA,13121
"20917",13,1103,537,13,968081,0,26,13,35000,0,0,0,0,0,1,0,0,0,1,NA,13121
"11041",13,1101,535,11,8465900,1,56,13,0,0,0,0,1,0,1,0,0,0,0,NA,13121
"27809",13,1105,539,15,8994831,1,31,5,8000,0,0,0,1,0,1,0,0,0,1,1,13121
"16205",13,1102,536,12,28679,1,42,13,40000,0,0,0,0,0,1,0,0,0,1,NA,13121
"33798",13,1107,541,17,1747144,0,42,11,25000,0,0,0,0,0,1,0,0,0,1,NA,13121
"17189",13,1102,536,12,4963097,1,52,14,38100,0,0,0,1,0,1,0,0,0,1,NA,13121
"26481",13,1105,539,15,4827697,0,53,11,41700,0,1,0,1,0,1,0,0,1,1,NA,13121
"20540",13,1103,537,13,5246387,1,32,13,85000,0,0,0,0,0,1,0,0,0,1,NA,13121
"25360",13,1104,538,14,1776326,0,36,9,5000,1,0,0,1,0,0,0,0,0,1,0,13121
"10492",13,1101,535,11,8550131,1,42,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"25350",13,1104,538,14,9980297,1,49,11,51370,0,0,0,0,0,1,0,0,0,1,NA,13121
"27606",13,1105,539,15,2426910,1,33,13,40000,0,1,0,0,1,1,0,0,0,1,NA,13121
"26895",13,1105,539,15,4838804,1,43,9,48500,0,1,0,1,0,1,1,0,0,1,NA,13121
"22386",13,1104,538,14,4441022,0,40,13,5900,0,0,0,0,0,1,0,1,0,0,NA,13121
"32017",13,1106,540,16,2287126,1,68,3,9000,0,1,0,0,0,1,0,1,0,0,NA,13121
"12883",13,1102,536,12,3055084,1,75,13,6000,0,0,0,1,0,1,0,0,0,0,NA,13121
"12710",13,1101,535,11,7794402,1,40,10,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"21655",13,1103,537,13,7973575,1,24,5,1000,0,1,0,1,0,1,0,1,0,0,NA,13121
"30737",13,1106,540,16,8682349,1,29,8,3300,0,1,0,0,0,1,1,0,0,0,NA,13121
"32045",13,1106,540,16,611356,0,72,9,24800,0,1,0,1,0,1,0,0,1,0,NA,13121
"13500",13,1102,536,12,9501382,0,30,13,14000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9755",13,1101,535,11,1148217,1,26,13,27900,0,0,0,1,0,0,0,0,0,1,1,13121
"34338",13,1107,541,17,8311145,1,61,7,11300,0,1,0,0,1,1,0,0,0,1,NA,13121
"12720",13,1101,535,11,6293014,1,53,15,8000,0,0,0,0,0,1,0,0,0,1,NA,13121
"29307",13,1106,540,16,4500858,0,42,8,18300,0,1,0,0,0,1,0,1,0,1,NA,13121
"27284",13,1105,539,15,9310500,0,28,5,1100,0,1,0,0,0,1,0,0,0,1,NA,13121
"13734",13,1102,536,12,336180,0,39,14,142000,0,0,0,1,0,1,0,0,0,1,NA,13121
"28980",13,1105,539,15,5411445,1,25,11,0,0,1,0,0,0,1,0,0,0,1,NA,13121
"31868",13,1106,540,16,2275593,1,56,9,21000,0,1,0,0,0,1,0,1,0,1,NA,13121
"26854",13,1105,539,15,53935,1,54,7,21000,0,1,0,0,0,1,0,1,0,0,NA,13121
"22074",13,1103,537,13,5043953,0,44,15,271200,0,0,0,1,0,1,0,0,0,1,NA,13121
"29167",13,1106,540,16,6182846,1,33,9,15000,0,1,0,0,0,1,0,1,0,1,NA,13121
"23378",13,1104,538,14,8448127,0,19,11,1000,0,0,0,1,0,1,0,0,0,0,NA,13121
"32434",13,1107,541,17,1955087,1,48,11,6000,0,1,0,1,0,1,0,0,0,1,NA,13121
"17364",13,1102,536,12,731385,0,35,13,42000,0,0,0,1,0,1,0,0,0,1,NA,13121
"10995",13,1101,535,11,7515006,0,59,13,13000,0,0,0,1,0,1,0,0,1,1,NA,13121
"11849",13,1101,535,11,6423497,0,40,13,50000,0,1,0,1,0,1,0,0,0,1,NA,13121
"17061",13,1102,536,12,6036631,1,62,13,19200,0,0,0,0,0,1,0,0,0,1,NA,13121
"19714",13,1103,537,13,6786067,0,29,13,72000,0,0,0,0,0,1,0,0,0,1,NA,13121
"11031",13,1101,535,11,2614319,0,26,11,80000,0,0,0,1,0,1,0,0,0,1,NA,13121
"22711",13,1104,538,14,6639576,1,19,6,0,0,1,0,0,0,1,0,1,0,0,NA,13121
"15956",13,1102,536,12,357652,1,67,11,4100,0,0,0,1,0,1,0,0,0,0,NA,13121
"15245",13,1102,536,12,1320785,0,53,14,84000,0,0,0,1,0,1,0,0,1,1,NA,13121
"28327",13,1105,539,15,6089685,0,35,13,33500,0,1,0,1,0,1,0,0,1,1,NA,13121
"17250",13,1102,536,12,1331670,0,25,4,5000,1,0,0,0,0,0,0,0,0,1,0,13121
"18953",13,1103,537,13,8472509,1,25,12,9100,0,1,0,0,0,0,0,0,0,1,NA,13121
"22388",13,1104,538,14,4851319,0,18,10,4000,0,0,0,0,1,1,0,0,0,0,NA,13121
"26313",13,1105,539,15,7997432,0,29,7,87000,0,0,0,0,0,1,0,0,0,1,NA,13121
"13566",13,1102,536,12,7097287,1,43,9,11000,0,0,1,1,0,0,1,1,0,1,0,13121
"23201",13,1104,538,14,2822816,1,19,9,0,0,1,0,0,0,1,0,0,0,0,NA,13121
"33341",13,1107,541,17,2866835,1,67,13,35440,0,0,0,0,1,1,0,0,0,0,NA,13121
"17068",13,1102,536,12,9795697,1,56,14,0,0,0,0,1,0,1,0,0,0,0,NA,13121
"35153",13,1107,541,17,6808427,0,74,13,35350,0,1,0,0,0,1,0,1,1,0,NA,13121
"24704",13,1104,538,14,9791041,0,67,9,18200,0,1,0,1,0,1,0,0,1,0,NA,13121
"16939",13,1102,536,12,5172309,0,52,14,73600,0,1,0,1,0,1,0,0,1,0,NA,13121
"11519",13,1101,535,11,8555208,1,30,13,37000,0,0,0,1,0,1,0,0,0,1,NA,13121
"24081",13,1104,538,14,5329381,0,19,11,4000,0,1,0,0,0,1,0,0,0,0,NA,13121
"27632",13,1105,539,15,1998082,0,38,6,10000,0,1,0,0,1,1,0,0,0,1,NA,13121
"16364",13,1102,536,12,7860691,0,51,12,3500,0,0,0,1,0,1,0,0,0,0,NA,13121
"33283",13,1107,541,17,6709498,1,28,6,5500,0,1,0,0,0,1,1,0,0,1,NA,13121
"14987",13,1102,536,12,2612619,0,40,9,0,0,0,0,0,0,1,0,1,0,0,NA,13121
"25476",13,1104,538,14,6182697,0,47,10,65000,0,0,0,0,0,1,0,0,0,1,NA,13121
"22584",13,1104,538,14,1315486,1,47,5,13000,0,1,0,0,0,1,0,0,0,0,NA,13121
"31511",13,1106,540,16,1715097,1,38,5,3900,0,1,0,0,0,1,0,1,0,0,NA,13121
"21370",13,1103,537,13,5615015,1,27,13,45000,0,0,0,0,0,1,0,0,0,1,NA,13121
"12968",13,1102,536,12,8339329,0,43,3,23900,1,0,0,1,0,0,0,1,0,0,0,13121
"32798",13,1107,541,17,7189326,0,47,13,21800,0,1,0,1,0,1,0,0,1,1,NA,13121
"32398",13,1107,541,17,8451985,0,61,8,21000,0,1,0,1,0,1,0,1,0,0,NA,13121
"25804",13,1104,538,14,7838540,0,26,14,42000,0,0,0,0,0,1,0,0,0,1,NA,13121
"21213",13,1103,537,13,3268549,0,63,15,128000,0,0,0,1,0,1,0,0,1,1,NA,13121
"23583",13,1104,538,14,1144286,0,50,10,26000,0,1,0,0,0,1,0,1,0,0,NA,13121
"34483",13,1107,541,17,7292460,1,52,5,1100,0,1,0,0,0,1,0,0,0,1,NA,13121
"20337",13,1103,537,13,1325931,1,44,13,8000,0,0,0,1,0,1,1,0,0,0,NA,13121
"19796",13,1103,537,13,2334891,0,45,16,50000,0,0,1,0,0,1,0,0,0,1,1,13121
"25685",13,1104,538,14,1166789,0,54,9,16000,0,1,0,0,0,1,0,1,1,0,NA,13121
"13338",13,1102,536,12,1357012,0,32,9,37000,0,0,0,0,0,1,0,0,0,1,NA,13121
"33270",13,1107,541,17,4915327,1,88,9,0,0,0,0,0,1,1,0,1,0,0,NA,13121
"13687",13,1102,536,12,4522846,0,40,14,80000,0,0,0,1,0,1,0,1,0,1,NA,13121
"26045",13,1105,539,15,3154861,1,68,9,3500,0,1,0,1,0,1,0,1,0,0,NA,13121
"29313",13,1106,540,16,2142191,1,18,9,0,0,1,0,0,0,1,0,0,0,0,NA,13121
"33432",13,1107,541,17,9646952,0,26,9,15000,0,1,0,0,0,1,0,0,0,0,1,13121
"25772",13,1104,538,14,4286482,0,25,11,40000,0,0,0,0,0,1,0,1,0,1,NA,13121
"24040",13,1104,538,14,8819213,1,20,9,2500,0,0,0,1,0,1,0,0,0,0,NA,13121
"21253",13,1103,537,13,8089904,0,61,13,72000,0,0,0,1,0,1,0,0,1,1,NA,13121
"32203",13,1106,540,16,4293607,0,58,11,14300,0,1,0,0,1,1,0,1,0,0,NA,13121
"31575",13,1106,540,16,3524248,0,56,10,23000,0,1,0,0,0,1,0,0,1,1,NA,13121
"9754",13,1101,535,11,1260334,0,30,11,37000,0,0,1,0,0,1,0,0,0,1,1,13121
"19497",13,1103,537,13,5082831,1,33,11,3000,0,1,0,0,0,1,0,0,0,1,NA,13121
"13287",13,1102,536,12,1219790,1,32,12,32000,0,0,0,1,0,1,0,0,0,0,NA,13121
"20293",13,1103,537,13,8974314,0,25,14,55000,0,0,0,0,0,1,0,0,0,1,NA,13121
"12475",13,1101,535,11,1337305,1,55,9,14000,0,0,0,0,0,1,0,0,0,1,NA,13121
"32757",13,1107,541,17,6960317,0,20,11,7000,0,1,0,0,0,1,0,0,0,1,NA,13121
"29157",13,1106,540,16,274331,1,35,11,12800,0,1,0,1,0,1,0,1,0,1,NA,13121
"19707",13,1103,537,13,2623600,1,29,13,0,0,0,1,0,0,0,0,0,0,0,NA,13121
"32702",13,1107,541,17,741443,0,34,10,27000,0,1,0,0,0,1,0,0,0,1,1,13121
"14563",13,1102,536,12,6439363,0,21,11,12000,0,0,0,0,0,1,0,0,0,1,NA,13121
"27506",13,1105,539,15,8278287,0,67,3,2460,0,1,0,0,0,1,0,1,0,0,NA,13121
"23297",13,1104,538,14,7991951,0,18,11,3100,0,0,0,0,1,1,0,0,0,0,NA,13121
"22122",13,1103,537,13,6971884,0,28,13,101000,0,0,0,0,0,1,0,0,0,1,NA,13121
"26311",13,1105,539,15,2261121,1,38,11,32000,0,1,0,1,0,1,1,0,0,1,NA,13121
"10628",13,1101,535,11,4479586,0,48,10,42000,0,0,0,1,0,1,0,0,1,1,NA,13121
"30634",13,1106,540,16,6685640,1,34,9,8800,0,1,0,0,0,1,1,0,0,0,NA,13121
"17917",13,1102,536,12,3288482,1,66,14,63000,0,0,0,1,0,1,0,0,0,1,NA,13121
"25352",13,1104,538,14,7238229,1,46,9,6600,0,1,0,0,0,1,0,1,0,0,1,13121
"11130",13,1101,535,11,210675,1,42,13,8100,0,1,0,0,0,1,1,0,0,1,NA,13121
"10462",13,1101,535,11,8763134,1,33,11,2704,0,0,0,1,0,1,1,1,0,0,1,13121
"16127",13,1102,536,12,8956129,0,26,13,40000,0,0,0,0,0,1,0,0,0,1,NA,13121
"17520",13,1102,536,12,2993644,1,31,13,35000,0,0,0,0,0,1,0,0,0,1,NA,13121
"31965",13,1106,540,16,4588860,1,63,7,10900,0,1,0,0,1,1,0,0,0,1,NA,13121
"31433",13,1106,540,16,1660880,1,18,6,0,0,1,0,0,0,1,0,0,0,0,NA,13121
"21291",13,1103,537,13,771371,1,23,13,8000,0,0,0,0,0,1,0,0,0,1,NA,13121
"31806",13,1106,540,16,817686,1,65,13,57060,0,1,0,0,1,1,0,1,0,1,NA,13121
"30164",13,1106,540,16,35740,0,29,8,8800,0,1,0,0,0,1,0,0,0,0,NA,13121
